pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_mnum
Kepler-1093,Kepler-1093 b,Transit,2,25.08246260,0.00012110,-0.00012110,0,,,,,,,,,,,,,,,,,0.174,0.055,-0.022,0,848.00,270.02,-115.20,0,6166.00,147.64,-138.45,0,1.13,0.14,-0.09,0,,,,,0
Kepler-1093,Kepler-1093 c,Transit,2,89.72229200,0.00108000,-0.00108000,0,,,,,,,,,,,,,,,,,0.175,0.064,-0.024,0,848.00,270.02,-115.20,0,6166.00,147.64,-138.45,0,1.13,0.14,-0.09,0,,,,,0
Kepler-1094,Kepler-1094 b,Transit,1,78.10002310,0.00063880,-0.00063880,0,,,,,,,,,,,,,,,,,0.284,0.107,-0.041,0,1371.00,504.97,-205.77,0,6112.00,127.39,-187.65,0,1.14,0.16,-0.09,0,,,,,0
Kepler-1095,Kepler-1095 b,Transit,1,4.27103091,0.00001480,-0.00001480,0,,,,,,,,,,,,,,,,,0.108,0.018,-0.011,0,758.00,123.37,-76.28,0,5658.00,206.29,-136.10,0,0.94,0.07,-0.07,0,,,,,0
Kepler-1096,Kepler-1096 b,Transit,1,2.89221751,0.00000600,-0.00000600,0,,,,,,,,,,,,,,,,,0.111,0.033,-0.007,0,344.00,17.04,-17.04,0,4306.00,53.07,-39.79,0,0.66,0.03,-0.03,0,,,,,0
Kepler-1097,Kepler-1097 b,Transit,1,187.74702900,0.00189400,-0.00189400,0,,,,,,,,,,,,,,,,,0.291,0.023,-0.023,0,738.00,50.32,-55.01,0,5211.00,77.13,-86.77,0,0.82,0.04,-0.06,0,,,,,0
Kepler-1098,Kepler-1098 b,Transit,1,2.54307286,0.00000959,-0.00000959,0,,,,,,,,,,,,,,,,,0.116,0.021,-0.012,0,876.00,164.90,-102.33,0,5794.00,204.81,-216.42,0,0.99,0.10,-0.07,0,,,,,0
Kepler-1099,Kepler-1099 b,Transit,1,2.16845259,0.00000280,-0.00000280,0,,,,,,,,,,,,,,,,,0.252,0.038,-0.045,0,1209.00,179.69,-101.44,0,5837.00,92.89,-82.61,0,1.01,0.05,-0.06,0,,,,,0
Kepler-11,Kepler-11 b,Transit,6,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.045000,0.068000,-0.042000,0,89.640,0.360,-0.180,0,0.00600,0.00400,-0.00300,0,0.161,0.003,-0.004,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.90000,1.40000,-1.00000,0,0
Kepler-11,Kepler-11 c,Transit,6,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.026000,0.063000,-0.013000,0,89.590,0.410,-0.160,0,0.00900,0.00900,-0.00500,0,0.256,0.004,-0.005,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,2.90000,2.90000,-1.60000,0,0
Kepler-11,Kepler-11 d,Transit,6,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.004000,0.007000,-0.002000,0,89.670,0.130,-0.160,0,0.02300,0.00300,-0.00500,0,0.278,0.005,-0.006,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,7.30000,0.80000,-1.50000,0,0
Kepler-11,Kepler-11 e,Transit,6,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.012000,0.006000,-0.006000,0,88.890,0.020,-0.020,0,0.02500,0.00500,-0.00700,0,0.374,0.006,-0.008,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,8.00000,1.50000,-2.10000,0,0
Kepler-11,Kepler-11 f,Transit,6,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.013000,0.011000,-0.009000,0,89.470,0.040,-0.040,0,0.00600,0.00300,-0.00300,0,0.222,0.004,-0.006,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,2.00000,0.80000,-0.90000,0,0
Kepler-11,Kepler-11 g,Transit,6,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.150000,,,1,89.870,0.050,-0.060,0,0.07900,,,1,0.297,0.005,-0.007,0,658.59,6.57,-6.57,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,25.00000,,,1,0
Kepler-110,Kepler-110 b,Transit,2,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,,,,,,,,,,,,,0.163,0.032,-0.032,0,596.52,8.32,-8.32,0,5960.00,153.00,-153.00,0,,,,,,,,,0
Kepler-110,Kepler-110 c,Transit,2,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,,,,,,,,,,,,,0.197,0.039,-0.039,0,596.52,8.32,-8.32,0,5960.00,153.00,-153.00,0,,,,,,,,,0
Kepler-1100,Kepler-1100 b,Transit,1,6.42200058,0.00002182,-0.00002182,0,,,,,,,,,,,,,,,,,0.156,0.073,-0.026,0,940.00,432.48,-158.33,0,6247.00,128.56,-164.45,0,1.21,0.20,-0.11,0,,,,,0
Kepler-1101,Kepler-1101 b,Transit,1,81.31510590,0.00056930,-0.00056930,0,,,,,,,,,,,,,,,,,0.220,0.033,-0.019,0,897.00,134.09,-78.54,0,5614.00,130.34,-168.73,0,0.94,0.06,-0.06,0,,,,,0
Kepler-1102,Kepler-1102 b,Transit,1,51.32856230,0.00033260,-0.00033260,0,,,,,,,,,,,,,,,,,0.237,0.047,-0.021,0,986.00,145.75,-84.19,0,5724.00,76.50,-71.34,0,0.96,0.05,-0.07,0,,,,,0
Kepler-1103,Kepler-1103 b,Transit,1,19.79191978,0.00009543,-0.00009543,0,,,,,,,,,,,,,,,,,0.203,0.054,-0.024,0,921.00,253.21,-110.49,0,6092.00,106.14,-106.64,0,1.11,0.10,-0.08,0,,,,,0
Kepler-1104,Kepler-1104 b,Transit,1,5.03728015,0.00001378,-0.00001378,0,,,,,,,,,,,,,,,,,0.110,0.012,-0.009,0,516.00,53.62,-38.72,0,6417.00,90.52,-84.06,0,1.30,0.06,-0.05,0,,,,,0
Kepler-1105,Kepler-1105 b,Transit,1,4.42157218,0.00000977,-0.00000977,0,,,,,,,,,,,,,,,,,0.179,0.005,-0.022,0,369.00,10.60,-12.03,0,4299.00,41.81,-47.77,0,0.71,0.02,-0.03,0,,,,,0
Kepler-1106,Kepler-1106 b,Transit,1,1.25275217,0.00000215,-0.00000215,0,,,,,,,,,,,,,,,,,0.147,0.044,-0.021,0,1168.00,349.23,-169.33,0,6104.00,152.44,-185.27,0,1.11,0.14,-0.09,0,,,,,0
Kepler-1107,Kepler-1107 b,Transit,1,0.57103852,0.00000042,-0.00000042,0,,,,,,,,,,,,,,,,,0.120,0.009,-0.007,0,457.00,33.09,-27.19,0,5268.00,104.99,-126.81,0,0.86,0.04,-0.05,0,,,,,0
Kepler-1108,Kepler-1108 b,Transit,1,4.51005748,0.00001330,-0.00001330,0,,,,,,,,,,,,,,,,,0.130,0.012,-0.010,0,764.00,73.48,-56.10,0,5406.00,149.30,-105.10,0,0.88,0.05,-0.06,0,,,,,0
Kepler-1109,Kepler-1109 b,Transit,1,37.64673840,0.00021200,-0.00021200,0,,,,,,,,,,,,,,,,,0.195,0.039,-0.021,0,797.00,159.54,-85.79,0,5893.00,111.41,-163.52,0,1.05,0.07,-0.07,0,,,,,0
Kepler-111,Kepler-111 b,Transit,2,3.34181500,0.00000600,-0.00000600,0,0.046000,,,0,,,,,,,,,,,,,0.141,0.018,-0.018,0,669.92,6.15,-6.15,0,5952.00,74.00,-74.00,0,,,,,,,,,0
Kepler-111,Kepler-111 c,Transit,2,224.78460800,0.00041100,-0.00041100,0,0.761000,,,0,,,,,,,,,,,,,0.651,0.081,-0.081,0,669.92,6.15,-6.15,0,5952.00,74.00,-74.00,0,,,,,,,,,0
Kepler-1110,Kepler-1110 b,Transit,1,9.69312032,0.00003024,-0.00003024,0,,,,,,,,,,,,,,,,,0.237,0.034,-0.023,0,726.00,44.92,-56.02,0,4781.00,88.04,-77.50,0,0.73,0.05,-0.05,0,,,,,0
Kepler-1111,Kepler-1111 b,Transit,1,8.79617863,0.00002970,-0.00002970,0,,,,,,,,,,,,,,,,,0.178,0.048,-0.023,0,1142.00,316.95,-156.35,0,6077.00,143.77,-199.70,0,1.10,0.13,-0.09,0,,,,,0
Kepler-1112,Kepler-1112 b,Transit,1,14.36267939,0.00005701,-0.00005701,0,,,,,,,,,,,,,,,,,0.269,0.114,-0.046,0,1734.00,722.72,-305.97,0,6496.00,147.03,-147.28,0,1.34,0.21,-0.13,0,,,,,0
Kepler-1113,Kepler-1113 b,Transit,1,42.30049540,0.00020920,-0.00020920,0,,,,,,,,,,,,,,,,,0.251,0.101,-0.032,0,1127.00,446.90,-143.49,0,5931.00,80.28,-109.50,0,1.12,0.13,-0.07,0,,,,,0
Kepler-1114,Kepler-1114 b,Transit,1,14.97435694,0.00005221,-0.00005221,0,,,,,,,,,,,,,,,,,0.120,0.007,-0.006,0,427.00,20.30,-19.07,0,5374.00,87.46,-77.65,0,0.87,0.04,-0.04,0,,,,,0
Kepler-1115,Kepler-1115 b,Transit,1,23.55407250,0.00013560,-0.00013560,0,,,,,,,,,,,,,,,,,0.152,0.026,-0.018,0,935.00,156.71,-107.72,0,8480.00,295.98,-217.88,0,1.60,0.10,-0.10,0,,,,,0
Kepler-1116,Kepler-1116 b,Transit,1,41.69778270,0.00020040,-0.00020040,0,,,,,,,,,,,,,,,,,0.227,0.048,-0.020,0,1017.00,217.03,-88.82,0,5641.00,91.87,-133.14,0,0.95,0.05,-0.06,0,,,,,0
Kepler-1117,Kepler-1117 b,Transit,1,4.79028459,0.00001860,-0.00001860,0,,,,,,,,,,,,,,,,,0.099,0.015,-0.007,0,619.00,88.54,-45.31,0,5612.00,82.98,-101.57,0,0.95,0.04,-0.05,0,,,,,0
Kepler-1118,Kepler-1118 b,Transit,1,38.67150750,0.00022980,-0.00022980,0,,,,,,,,,,,,,,,,,0.244,0.054,-0.038,0,818.00,164.05,-104.13,0,5688.00,303.78,-268.88,0,0.96,0.11,-0.08,0,,,,,0
Kepler-1119,Kepler-1119 b,Transit,1,8.32651530,0.00004777,-0.00004777,0,,,,,,,,,,,,,,,,,0.171,0.056,-0.027,0,1288.00,425.36,-215.34,0,6083.00,177.40,-249.75,0,1.11,0.14,-0.11,0,,,,,0
Kepler-112,Kepler-112 b,Transit,2,8.40887800,0.00001000,-0.00001000,0,0.076000,,,0,,,,,,,,,,,,,0.211,0.051,-0.051,0,520.90,4.32,-4.32,0,5544.00,148.00,-148.00,0,,,,,,,,,0
Kepler-112,Kepler-112 c,Transit,2,28.57426300,0.00006000,-0.00006000,0,0.172000,,,0,,,,,,,,,,,,,0.214,0.052,-0.052,0,520.90,4.32,-4.32,0,5544.00,148.00,-148.00,0,,,,,,,,,0
Kepler-1120,Kepler-1120 b,Transit,1,2.94902905,0.00000747,-0.00000747,0,,,,,,,,,,,,,,,,,0.123,0.008,-0.006,0,635.00,27.58,-33.82,0,4904.00,70.02,-67.83,0,0.78,0.04,-0.04,0,,,,,0
Kepler-1121,Kepler-1121 b,Transit,1,13.15141081,0.00005864,-0.00005864,0,,,,,,,,,,,,,,,,,0.170,0.043,-0.041,0,529.00,130.45,-95.64,0,6231.00,90.24,-72.86,0,1.29,0.13,-0.09,0,,,,,0
Kepler-1122,Kepler-1122 b,Transit,1,42.19173570,0.00029960,-0.00029960,0,,,,,,,,,,,,,,,,,0.182,0.024,-0.012,0,924.00,116.80,-62.62,0,5544.00,73.22,-72.56,0,0.92,0.04,-0.05,0,,,,,0
Kepler-1123,Kepler-1123 b,Transit,1,4.33946454,0.00001178,-0.00001178,0,,,,,,,,,,,,,,,,,0.149,0.022,-0.010,0,796.00,114.33,-52.85,0,5500.00,75.39,-90.52,0,0.93,0.04,-0.04,0,,,,,0
Kepler-1124,Kepler-1124 b,Transit,1,2.85234897,0.00000303,-0.00000303,0,,,,,,,,,,,,,,,,,0.114,0.011,-0.006,0,177.00,10.38,-9.81,0,3658.00,33.40,-26.65,0,0.35,0.02,-0.02,0,,,,,0
Kepler-1125,Kepler-1125 b,Transit,1,17.67006420,0.00011760,-0.00011760,0,,,,,,,,,,,,,,,,,0.164,0.027,-0.016,0,910.00,151.92,-91.85,0,5683.00,241.45,-131.51,0,0.95,0.08,-0.07,0,,,,,0
Kepler-1126,Kepler-1126 b,Transit,1,108.59332900,0.00100300,-0.00100300,0,,,,,,,,,,,,,,,,,0.154,0.019,-0.012,0,668.00,76.62,-55.62,0,5798.00,61.16,-55.36,0,0.92,0.05,-0.06,0,,,,,0
Kepler-1127,Kepler-1127 b,Transit,1,5.12330347,0.00002272,-0.00002272,0,,,,,,,,,,,,,,,,,0.175,0.028,-0.037,0,996.00,159.80,-84.75,0,5664.00,89.83,-137.31,0,0.97,0.04,-0.05,0,,,,,0
Kepler-1128,Kepler-1128 b,Transit,1,61.61781670,0.00033370,-0.00033370,0,,,,,,,,,,,,,,,,,0.326,0.047,-0.030,0,1163.00,172.51,-90.56,0,5543.00,95.27,-144.99,0,0.94,0.04,-0.05,0,,,,,0
Kepler-1129,Kepler-1129 b,Transit,2,24.33978040,0.00012980,-0.00012980,0,,,,,,,,,,,,,,,,,0.264,0.045,-0.029,0,1258.00,220.24,-125.26,0,5831.00,134.99,-114.35,0,1.00,0.06,-0.06,0,,,,,0
Kepler-1129,Kepler-1129 c,Transit,2,76.53695860,0.00075860,-0.00075860,0,,,,,,,,,,,,,,,,,0.244,0.041,-0.024,0,1258.00,220.24,-125.26,0,5831.00,134.99,-114.35,0,1.00,0.06,-0.06,0,,,,,0
Kepler-113,Kepler-113 b,Transit,2,4.75400000,,,0,,,,,,,,,,,,,0.03700,0.01300,-0.01300,0,0.162,0.004,-0.004,0,264.35,1.12,-1.12,0,4725.00,74.00,-74.00,0,0.75,0.06,-0.06,0,11.70000,4.20000,-4.20000,0,0
Kepler-113,Kepler-113 c,Transit,2,8.92507000,,,0,,,,,,,,,,,,,0.02737,,,1,0.194,0.005,-0.005,0,264.35,1.12,-1.12,0,4725.00,74.00,-74.00,0,0.75,0.06,-0.06,0,8.70000,,,1,0
Kepler-1130,Kepler-1130 b,Transit,1,5.45298175,0.00001294,-0.00001294,0,,,,,,,,,,,,,,,,,0.071,0.014,-0.003,0,234.00,5.30,-5.10,0,5403.00,53.01,-51.42,0,0.90,0.02,-0.02,0,,,,,0
Kepler-1131,Kepler-1131 b,Transit,1,3.53232449,0.00001266,-0.00001266,0,,,,,,,,,,,,,,,,,0.142,0.032,-0.013,0,1109.00,246.47,-109.64,0,5851.00,83.20,-114.89,0,1.03,0.06,-0.06,0,,,,,0
Kepler-1132,Kepler-1132 b,Transit,1,62.89162280,0.00045230,-0.00045230,0,,,,,,,,,,,,,,,,,0.210,0.017,-0.015,0,940.00,72.28,-58.85,0,5298.00,54.24,-56.79,0,0.87,0.04,-0.05,0,,,,,0
Kepler-1133,Kepler-1133 b,Transit,1,11.55562343,0.00003409,-0.00003409,0,,,,,,,,,,,,,,,,,0.176,0.021,-0.013,0,821.00,97.06,-62.53,0,5569.00,157.93,-118.09,0,0.93,0.05,-0.06,0,,,,,0
Kepler-1134,Kepler-1134 b,Transit,1,17.13263989,0.00008204,-0.00008204,0,,,,,,,,,,,,,,,,,0.236,0.019,-0.023,0,997.00,87.95,-74.21,0,5281.00,169.66,-135.47,0,0.84,0.05,-0.05,0,,,,,0
Kepler-1135,Kepler-1135 b,Transit,1,76.95785700,0.00071040,-0.00071040,0,,,,,,,,,,,,,,,,,0.165,0.029,-0.014,0,728.00,129.19,-55.48,0,5656.00,66.40,-72.91,0,0.96,0.04,-0.05,0,,,,,0
Kepler-1136,Kepler-1136 b,Transit,1,2.36172433,0.00000365,-0.00000365,0,,,,,,,,,,,,,,,,,0.146,0.009,-0.008,0,545.00,21.29,-29.80,0,4512.00,46.44,-47.76,0,0.72,0.03,-0.04,0,,,,,0
Kepler-1137,Kepler-1137 b,Transit,1,23.92107910,0.00013790,-0.00013790,0,,,,,,,,,,,,,,,,,0.196,0.074,-0.036,0,971.00,361.65,-176.08,0,6807.00,117.84,-120.35,0,1.50,0.23,-0.14,0,,,,,0
Kepler-1138,Kepler-1138 b,Transit,1,3.17060005,0.00001019,-0.00001019,0,,,,,,,,,,,,,,,,,0.152,0.021,-0.012,0,1101.00,152.35,-73.19,0,5582.00,62.16,-65.24,0,0.95,0.04,-0.04,0,,,,,0
Kepler-1139,Kepler-1139 b,Transit,1,0.81316672,0.00000125,-0.00000125,0,,,,,,,,,,,,,,,,,0.106,0.015,-0.007,0,555.00,77.61,-42.22,0,5550.00,105.36,-153.89,0,0.94,0.04,-0.05,0,,,,,0
Kepler-114,Kepler-114 b,Transit,3,5.18854900,0.00001200,-0.00001200,0,0.053000,,,0,,,,,,,,,,,,,0.112,0.012,-0.012,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,,,,,0
Kepler-114,Kepler-114 c,Transit,3,8.04100000,,,0,,,,,,,,,,,,,0.00900,0.00200,-0.00200,0,0.143,0.016,-0.016,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,2.80000,0.60000,-0.60000,0,0
Kepler-114,Kepler-114 d,Transit,3,11.77600000,,,0,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,0.226,0.025,-0.025,0,261.49,1.32,-1.32,0,4605.00,100.00,-100.00,0,,,,,3.90000,1.70000,-1.70000,0,0
Kepler-1140,Kepler-1140 b,Transit,1,24.08627070,0.00010200,-0.00010200,0,,,,,,,,,,,,,,,,,0.247,0.040,-0.033,0,657.00,29.10,-42.88,0,4850.00,53.07,-47.66,0,0.76,0.04,-0.04,0,,,,,0
Kepler-1141,Kepler-1141 b,Transit,1,2.34451194,0.00000535,-0.00000535,0,,,,,,,,,,,,,,,,,0.073,0.011,-0.007,0,365.00,48.98,-34.33,0,5791.00,58.41,-65.12,0,1.01,0.03,-0.04,0,,,,,0
Kepler-1142,Kepler-1142 b,Transit,1,18.30272480,0.00013890,-0.00013890,0,,,,,,,,,,,,,,,,,0.131,0.038,-0.016,0,697.00,173.49,-66.61,0,5685.00,98.59,-132.10,0,0.97,0.05,-0.06,0,,,,,0
Kepler-1143,Kepler-1143 b,Transit,2,2.88890485,0.00000694,-0.00000694,0,,,,,,,,,,,,,,,,,0.149,0.012,-0.010,0,632.00,50.17,-39.16,0,5053.00,192.88,-130.21,0,0.81,0.05,-0.05,0,,,,,0
Kepler-1143,Kepler-1143 c,Transit,2,210.63059100,0.00145600,-0.00145600,0,,,,,,,,,,,,,,,,,0.321,0.045,-0.031,0,632.00,50.17,-39.16,0,5053.00,192.88,-130.21,0,0.81,0.05,-0.05,0,,,,,0
Kepler-1144,Kepler-1144 b,Transit,1,17.14647302,0.00009073,-0.00009073,0,,,,,,,,,,,,,,,,,0.178,0.027,-0.014,0,1012.00,150.02,-83.05,0,5753.00,91.93,-86.29,0,0.98,0.05,-0.06,0,,,,,0
Kepler-1145,Kepler-1145 b,Transit,1,3.97076766,0.00001110,-0.00001110,0,,,,,,,,,,,,,,,,,0.125,0.010,-0.010,0,714.00,53.37,-53.09,0,5064.00,161.02,-117.37,0,0.79,0.05,-0.05,0,,,,,0
Kepler-1146,Kepler-1146 b,Transit,1,2.35226580,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,0.110,0.009,-0.007,0,694.00,26.74,-42.13,0,4692.00,45.94,-42.25,0,0.74,0.03,-0.04,0,,,,,0
Kepler-1147,Kepler-1147 b,Transit,1,10.62784997,0.00009118,-0.00009118,0,,,,,,,,,,,,,,,,,0.233,0.071,-0.045,0,1476.00,452.64,-176.42,0,5941.00,84.81,-114.44,0,1.09,0.09,-0.06,0,,,,,0
Kepler-1148,Kepler-1148 b,Transit,1,1.10446351,0.00000129,-0.00000129,0,,,,,,,,,,,,,,,,,0.151,0.009,-0.008,0,682.00,38.36,-38.56,0,5054.00,99.64,-98.31,0,0.81,0.04,-0.04,0,,,,,0
Kepler-1149,Kepler-1149 b,Transit,1,3.73089898,0.00001502,-0.00001502,0,,,,,,,,,,,,,,,,,0.128,0.023,-0.015,0,1023.00,190.70,-111.23,0,5833.00,117.20,-177.03,0,1.02,0.07,-0.07,0,,,,,0
Kepler-115,Kepler-115 b,Transit,2,2.40367900,0.00001200,-0.00001200,0,0.036000,,,0,,,,,,,,,,,,,0.097,0.019,-0.019,0,634.97,7.15,-7.15,0,5979.00,132.00,-132.00,0,,,,,,,,,0
Kepler-115,Kepler-115 c,Transit,2,8.99088900,0.00002100,-0.00002100,0,0.087000,,,0,,,,,,,,,,,,,0.232,0.045,-0.045,0,634.97,7.15,-7.15,0,5979.00,132.00,-132.00,0,,,,,,,,,0
Kepler-1150,Kepler-1150 b,Transit,1,2.78786839,0.00000826,-0.00000826,0,,,,,,,,,,,,,,,,,0.091,0.005,-0.005,0,373.00,16.41,-18.27,0,4754.00,80.38,-77.33,0,0.76,0.03,-0.04,0,,,,,0
Kepler-1151,Kepler-1151 b,Transit,1,65.64784240,0.00040100,-0.00040100,0,,,,,,,,,,,,,,,,,0.198,0.021,-0.015,0,763.00,76.61,-59.72,0,5470.00,97.19,-93.64,0,0.88,0.05,-0.06,0,,,,,0
Kepler-1152,Kepler-1152 b,Transit,1,1.64680191,0.00000267,-0.00000267,0,,,,,,,,,,,,,,,,,0.078,0.004,-0.005,0,184.00,14.69,-12.88,0,3964.00,46.47,-45.68,0,0.55,0.04,-0.03,0,,,,,0
Kepler-1153,Kepler-1153 b,Transit,1,1.75583533,0.00000439,-0.00000439,0,,,,,,,,,,,,,,,,,0.154,0.019,-0.010,0,1185.00,131.56,-77.17,0,5470.00,75.20,-93.55,0,0.91,0.04,-0.04,0,,,,,0
Kepler-1154,Kepler-1154 b,Transit,2,5.18561420,0.00002676,-0.00002676,0,,,,,,,,,,,,,,,,,0.209,0.095,-0.044,0,1531.00,690.96,-336.46,0,6327.00,317.30,-262.85,0,1.26,0.25,-0.16,0,,,,,0
Kepler-1154,Kepler-1154 c,Transit,2,8.45808312,0.00004757,-0.00004757,0,,,,,,,,,,,,,,,,,0.211,0.085,-0.044,0,1531.00,690.96,-336.46,0,6327.00,317.30,-262.85,0,1.26,0.25,-0.16,0,,,,,0
Kepler-1155,Kepler-1155 b,Transit,1,33.46974300,0.00020030,-0.00020030,0,,,,,,,,,,,,,,,,,0.181,0.040,-0.018,0,987.00,210.08,-106.90,0,5842.00,115.89,-141.61,0,1.03,0.07,-0.06,0,,,,,0
Kepler-1156,Kepler-1156 b,Transit,1,11.89520511,0.00006499,-0.00006499,0,,,,,,,,,,,,,,,,,0.118,0.012,-0.008,0,759.00,70.51,-48.89,0,5778.00,67.42,-59.01,0,1.00,0.03,-0.04,0,,,,,0
Kepler-1157,Kepler-1157 b,Transit,1,4.45743164,0.00001699,-0.00001699,0,,,,,,,,,,,,,,,,,0.097,0.004,-0.018,0,346.00,14.35,-15.67,0,4679.00,54.66,-58.05,0,0.76,0.03,-0.04,0,,,,,0
Kepler-1158,Kepler-1158 b,Transit,1,13.53962930,0.00009329,-0.00009329,0,,,,,,,,,,,,,,,,,0.209,0.041,-0.041,0,1258.00,238.25,-242.69,0,6203.00,91.16,-81.11,0,1.41,0.13,-0.13,0,,,,,0
Kepler-1159,Kepler-1159 b,Transit,1,22.70816791,0.00009541,-0.00009541,0,,,,,,,,,,,,,,,,,0.211,0.092,-0.033,0,1238.00,516.67,-206.73,0,6217.00,147.74,-196.66,0,1.19,0.17,-0.11,0,,,,,0
Kepler-116,Kepler-116 b,Transit,2,5.96873400,0.00000900,-0.00000900,0,0.069000,,,0,,,,,,,,,,,,,0.305,0.058,-0.058,0,982.04,16.07,-16.07,0,6142.00,100.00,-100.00,0,,,,,,,,,0
Kepler-116,Kepler-116 c,Transit,2,13.07163000,0.00005600,-0.00005600,0,0.116000,,,0,,,,,,,,,,,,,0.205,0.039,-0.039,0,982.04,16.07,-16.07,0,6142.00,100.00,-100.00,0,,,,,,,,,0
Kepler-1160,Kepler-1160 b,Transit,1,7.97034958,0.00003122,-0.00003122,0,,,,,,,,,,,,,,,,,0.191,0.025,-0.012,0,1293.00,159.46,-83.89,0,5519.00,61.23,-63.44,0,0.92,0.04,-0.04,0,,,,,0
Kepler-1161,Kepler-1161 b,Transit,1,10.71252541,0.00003876,-0.00003876,0,,,,,,,,,,,,,,,,,0.190,0.045,-0.012,0,428.00,24.95,-29.91,0,4253.00,55.15,-52.76,0,0.59,0.03,-0.04,0,,,,,0
Kepler-1162,Kepler-1162 b,Transit,1,32.56370690,0.00024720,-0.00024720,0,,,,,,,,,,,,,,,,,0.197,0.045,-0.019,0,989.00,89.10,-58.26,0,5390.00,61.74,-58.89,0,0.89,0.04,-0.04,0,,,,,0
Kepler-1163,Kepler-1163 b,Transit,1,6.11786898,0.00002808,-0.00002808,0,,,,,,,,,,,,,,,,,0.092,0.015,-0.010,0,487.00,80.62,-49.10,0,6302.00,69.67,-63.95,0,1.22,0.07,-0.05,0,,,,,0
Kepler-1164,Kepler-1164 b,Transit,1,3.97599768,0.00001086,-0.00001086,0,,,,,,,,,,,,,,,,,0.100,0.004,-0.006,0,447.00,14.44,-15.12,0,5183.00,80.28,-63.78,0,0.85,0.03,-0.04,0,,,,,0
Kepler-1165,Kepler-1165 b,Transit,1,9.47852200,0.00005909,-0.00005909,0,,,,,,,,,,,,,,,,,0.138,0.045,-0.017,0,1081.00,357.39,-136.44,0,6080.00,97.21,-115.97,0,1.13,0.12,-0.08,0,,,,,0
Kepler-1166,Kepler-1166 b,Transit,1,33.24068820,0.00028000,-0.00028000,0,,,,,,,,,,,,,,,,,0.151,0.055,-0.012,0,648.00,77.92,-46.84,0,5446.00,83.15,-87.62,0,0.90,0.04,-0.05,0,,,,,0
Kepler-1167,Kepler-1167 b,Transit,1,1.00393374,0.00000268,-0.00000268,0,,,,,,,,,,,,,,,,,0.153,0.011,-0.011,0,811.00,46.83,-53.51,0,4971.00,96.57,-125.10,0,0.79,0.04,-0.05,0,,,,,0
Kepler-1168,Kepler-1168 b,Transit,1,55.82265390,0.00038710,-0.00038710,0,,,,,,,,,,,,,,,,,0.223,0.016,-0.012,0,911.00,53.53,-41.60,0,5157.00,47.04,-55.91,0,0.87,0.04,-0.04,0,,,,,0
Kepler-1169,Kepler-1169 b,Transit,1,6.11009134,0.00002806,-0.00002806,0,,,,,,,,,,,,,,,,,0.084,0.005,-0.005,0,538.00,27.31,-25.34,0,6191.00,80.54,-76.47,0,1.24,0.04,-0.04,0,,,,,0
Kepler-117,Kepler-117 b,Transit,2,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,0.049300,0.006200,-0.006200,0,88.740,0.120,-0.120,0,0.09400,0.03300,-0.03300,0,0.719,0.024,-0.024,0,1430.00,50.00,-50.00,0,6150.00,110.00,-110.00,0,1.13,0.13,-0.02,0,29.87500,10.48800,-10.48800,0,0
